"전출지별","전입지별","항목","단위","2021. 03 월","2021. 04 월","2021. 05 월","1970 년","1971 년","1972 년","1973 년","1974 년","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"전라남도","충청남도","이동자수","명","358","242","275","5713","4154","3415","3711","3851","11274","7080","6506","7897","5383","6712","5964","6091","6845","6874","6892","4630","5743","5224","2486","3331","3147","2480","2354","2029","2532","2792","2761","2500","2973","2883","3027","3225","3495","4504","3672","3482","3741","3541","3560","3928","3892","3356","3449","3090","3389","3381","3523","3511","3393","3466",
"전라남도","충청남도","순이동자수","명","73","58","57","142","2220","1508","835","1591","4786","1990","1530","1211","1022","251","575","1173","960","899","1592","930","1767","1700","138","1294","760","552","783","438","669","856","539","-33","424","614","516","964","1236","2101","797","908","841","830","714","1222","1098","622","853","472","796","808","1042","927","559","818",
"전라남도","전라북도","이동자수","명","562","436","415","7292","8923","7585","9641","8524","20230","12494","12949","14425","11343","14447","14446","13312","14995","13466","13006","8554","9589","8329","7441","8142","7780","7335","7146","5976","6215","6377","6324","6810","7763","8207","9345","7112","9186","6714","6278","6548","6462","6071","6112","6097","6266","5800","5511","5584","5551","5970","5893","5587","5448","5884",
"전라남도","전라북도","순이동자수","명","21","36","72","-751","797","1286","760","-411","-1292","-3701","-2650","-5468","-2137","-4808","-1363","-2365","-1125","-2300","-1078","27","624","377","-449","279","899","1302","1448","372","594","337","-227","178","216","890","1581","-875","1948","-838","-74","309","29","205","-4","352","687","437","59","-186","247","474","435","-103","-169","685",
"전라남도","전라남도","이동자수","명","14448","11097","10096","137252","200362","172986","245116","261202","445600","308898","349360","397298","350491","455908","409146","417911","495203","435770","434421","184300","211010","203166","186546","202552","195947","196353","183090","162254","203674","181231","175091","195148","205389","194566","193757","206229","200840","168979","174474","172922","173811","172644","172919","163343","159553","143423","151466","161491","147703","140958","137172","134973","136414","151213",
"전라남도","전라남도","순이동자수","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","경상북도","이동자수","명","239","169","120","4377","4778","3572","4039","4721","10416","6849","6708","8444","6875","7691","4573","3698","4031","4016","4229","4287","4270","3342","2737","2808","2640","3478","3282","2960","2656","2166","2085","1987","2692","2634","2813","2143","2105","1878","2049","2161","1806","1644","1724","1913","1983","1762","1769","1824","1826","1795","1745","1652","1632","1782",
"전라남도","경상북도","순이동자수","명","65","22","24","2272","2676","1581","1314","2309","4217","877","1729","1317","2176","595","306","-256","-287","-956","-2127","-3770","-1672","-1357","-1541","-1514","-1121","600","1413","1134","362","-232","-916","-890","78","607","859","375","186","126","449","377","-76","-122","-153","158","191","-34","164","-6","29","10","57","-43","-242","-116",
"전라남도","경상남도","이동자수","명","418","308","266","3709","4633","3372","4121","6540","11648","8048","9395","14109","13170","12802","11958","12595","14204","14156","13073","9404","11448","9316","7905","8092","7862","6853","5874","5132","5543","5644","4135","4370","5073","4533","4724","4471","4941","4523","4404","4558","4984","4696","4671","4461","4950","4427","4160","4410","4551","4357","3977","3826","3932","4222",
"전라남도","경상남도","순이동자수","명","-87","-43","-88","1634","2002","1222","1179","3898","3317","896","2754","5743","5335","3091","3011","4174","4146","3117","347","-147","3344","3267","1954","1773","1931","1156","858","328","-2181","-638","-309","-429","92","-10","303","178","359","717","250","295","-10","-170","-14","-470","-253","-268","-277","-269","-191","-253","-474","-625","-700","-588",
"전라남도","제주특별자치도","이동자수","명","133","76","88","1442","2182","2063","2701","3231","5443","3234","2943","3167","3131","4076","3459","2853","4146","3180","2644","2130","2340","1953","1885","2281","2039","1950","1679","1354","1353","1354","1369","1467","1780","1480","1493","1560","1437","1384","1219","1094","1146","1020","996","1029","961","1062","1048","1174","1341","1400","1424","1290","1227","1269",
"전라남도","제주특별자치도","순이동자수","명","-1","-12","-11","811","1217","1206","1749","2098","2635","626","291","445","953","1286","533","170","862","112","-239","-21","385","217","373","745","565","385","-122","-61","-60","-133","-70","-25","143","-84","189","267","138","158","-15","-123","-170","-123","-127","27","-65","96","47","246","279","273","322","36","-75","-197",
"경상북도","전국","이동자수","명","32948","25653","23151","470142","528111","533098","630214","612614","1324401","798110","916540","1010019","956670","1046803","519607","497800","540076","503995","476059","489606","521249","512956","475285","486953","496337","442454","436837","411211","424533","410502","401893","387613","437240","406344","402131","415867","407839","387685","386228","394805","395536","377397","375551","358127","358695","340222","330983","338029","345307","318803","316642","318671","311082","334679",
"경상북도","전국","순이동자수","명","-1439","-1133","-1327","62499","57379","13590","25200","27208","83254","58531","61277","62378","49378","42492","77782","94141","101391","103114","78713","65546","64620","72206","72807","49953","47308","29832","15509","18383","4608","-5548","6215","-573","13205","25706","21305","31278","36833","26921","11517","3319","14611","14100","8307","3552","-4816","4860","1865","988","577","3151","5581","9225","4571","16978",
"경상북도","서울특별시","이동자수","명","1931","1218","1099","59129","63329","41532","61129","67374","124398","87716","79224","88334","79620","78249","56964","58033","64647","55035","46895","45744","46427","46581","43196","38243","34900","30531","27311","23377","21871","21493","20966","19243","23112","23599","22542","24290","23030","21044","21229","22113","22286","20524","19784","18395","17319","17694","16561","16796","16478","16087","15681","16459","16887","17936",
"경상북도","서울특별시","순이동자수","명","348","272","193","47261","46870","19459","33598","40472","78221","47340","38069","45394","36055","29410","26036","30593","35046","28193","20598","19523","18583","20346","20822","16753","15846","11189","9707","7310","4807","4594","5695","3140","6508","9023","8239","10528","9092","7630","6679","6828","6838","5099","3215","2353","1501","2503","2141","2340","1365","1851","3217","4442","4952","5949",
"경상북도","부산광역시","이동자수","명","1075","665","588","28676","26649","19197","26186","40070","66996","49645","55502","56472","48592","51067","33673","31988","34187","31955","26419","26300","29224","25940","22315","20350","17909","15457","13306","11448","10820","11123","11011","10658","11959","10732","10492","10638","10888","9636","10441","9679","10365","9617","9370","9135","9091","9519","9209","10514","10473","9284","8896","8589","9030","9854",
"경상북도","부산광역시","순이동자수","명","-74","-168","-143","20885","16416","6500","9813","23867","36601","22180","26910","25748","16749","14487","9896","9340","10817","11584","6004","6870","9015","7317","4810","3273","1912","-144","-1885","-2068","-2535","-2112","-1931","-2526","-1315","-897","-739","-169","458","-448","-1323","-2803","-1124","-965","-1586","-1702","-1769","-808","-567","50","-295","-116","-200","-174","80","812",
"경상북도","대구광역시","이동자수","명","4003","3051","2731","","","","","","","","","","","","100022","94916","96023","94532","90863","84729","92353","98845","89978","81159","81064","72784","69064","68560","58337","57427","57653","57026","63246","59687","55853","59657","63221","54467","53242","52816","51480","49788","49521","46132","44089","43587","42776","47044","43828","39505","39231","40245","38513","44383",
"경상북도","대구광역시","순이동자수","명","-844","-1124","-1315","","","","","","","","","","","","29182","36486","32294","36813","29613","23310","20824","26271","27213","7504","8248","5879","1477","6749","-1061","-15733","-7661","-4922","1599","7131","1796","4705","11820","2539","-6839","-9613","-1813","1226","233","-1763","-5211","-1335","-2259","-4808","-3072","-1939","-2483","-2499","-6904","-734",
"경상북도","인천광역시","이동자수","명","386","246","241","","","","","","","","","","","","5986","4920","6145","6169","5563","5365","6177","5495","5647","6296","5897","5206","4655","4489","4094","3912","4359","3938","4310","4370","4522","4752","4433","4222","4411","4227","4729","4084","3772","4320","4171","4043","3773","3938","3773","3557","3488","3662","3665","3822",
"경상북도","인천광역시","순이동자수","명","-11","-43","-16","","","","","","","","","","","","1898","1439","2837","2804","2167","1851","2594","2114","2637","3095","2826","1822","1234","1097","552","555","937","272","506","825","1102","1556","861","841","1036","648","910","320","-130","487","-46","-157","-171","-12","-209","-32","136","489","391","428",
"경상북도","광주광역시","이동자수","명","85","57","33","","","","","","","","","","","","","0","0","0","0","1055","961","1587","1172","1196","1058","830","867","814","647","729","775","874","848","944","738","967","870","877","887","836","829","781","782","830","768","793","772","847","920","731","784","841","780","812",
"경상북도","광주광역시","순이동자수","명","-14","1","-37","","","","","","","","","","","","","0","0","0","0","353","242","788","376","421","441","31","134","136","-26","7","139","221","51","274","-38","230","69","46","74","-30","-30","-63","-46","-20","-113","-63","-47","-134","-88","-104","-45","15","14","42",
"경상북도","대전광역시","이동자수","명","393","260","248","","","","","","","","","","","","","0","0","0","0","0","0","0","3123","3616","3903","3407","3684","3170","3227","3247","3443","3201","3729","3949","4030","4163","4470","4213","4081","3938","3873","3413","3373","3474","3690","3641","3433","3419","3508","3543","3473","3511","3490","3839",
"경상북도","대전광역시","순이동자수","명","12","45","52","","","","","","","","","","","","","0","0","0","0","0","0","0","1183","1630","1702","1110","1547","896","626","647","897","443","327","1080","1152","1234","948","1431","883","498","705","448","192","284","546","800","660","568","594","776","873","912","656","1159",
"경상북도","울산광역시","이동자수","명","597","509","536","","","","","","","","","","","","","","","","","","","","","","","","","","","0","9373","7899","8830","8846","9545","9562","9711","9490","9595","9270","9479","9876","8289","8024","8086","8242","7685","8281","8642","6907","6386","6160","6742","6886",
"경상북도","울산광역시","순이동자수","명","-604","-452","-313","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1506","-702","585","1592","2255","2093","2043","2010","1598","507","1119","1990","-177","-56","68","448","-123","480","-73","-1357","-1489","-2751","-1281","-2176",
"경상북도","세종특별자치시","이동자수","명","77","70","69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","347","353","602","977","829","1008","1117","1140","1219",
"경상북도","세종특별자치시","순이동자수","명","5","19","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","135","333","574","389","556","561","461","546",
"경상북도","경기도","이동자수","명","2240","1649","1504","14210","13239","10699","14129","15272","29801","21839","22494","26663","24559","26496","15122","15518","20448","19903","18381","19891","23126","22224","21951","21852","21168","20067","18613","17457","17452","17797","18624","17108","20095","21345","21680","23595","24003","24060","26060","25252","23632","21775","24359","23319","21565","21521","19815","19128","20107","19698","19731","20957","20502","23122",
"경상북도","경기도","순이동자수","명","174","289","204","8039","5998","1491","3750","3541","11311","6986","5623","8858","6816","6432","4379","5057","9268","8828","7104","6669","8849","7791","8594","8730","7973","7156","5610","4810","3474","3056","4406","1637","4491","7691","7238","9754","8901","9368","8674","6818","4968","3557","5045","3831","1012","2115","1197","520","-59","1676","3654","5884","4884","7589",
"경상북도","강원도","이동자수","명","328","249","263","10325","10512","8500","11059","10102","22080","14349","14624","15761","12630","16371","12852","11674","11448","10980","10459","8920","8368","6830","6109","5987","5708","5321","4823","4550","4642","4639","4999","4927","5314","4556","4695","4770","4977","4568","4361","4353","4589","4104","4006","3807","3825","3913","3943","3903","4069","3815","3474","3420","3493","3692",
"경상북도","강원도","순이동자수","명","-60","-26","49","-591","-368","-3769","-3931","-3545","3322","-1163","-1994","-1394","-3972","460","1686","1466","-327","336","1396","-1112","-2092","-2692","-2987","-1978","-1478","-1012","-1224","-937","-947","-196","243","303","310","17","179","257","200","186","13","237","343","-52","-113","-207","-204","-144","65","-13","70","222","-113","59","269","734",
"경상북도","충청북도","이동자수","명","400","383","353","5155","5340","4498","4759","4705","9232","7633","7221","7163","7063","8379","5863","5255","5987","5597","5514","5195","5428","4987","4944","5089","5466","5124","4703","3919","4070","4247","4515","4535","4668","4511","4495","4587","4587","4804","4660","4400","4541","4343","4353","4290","4129","4191","3927","4112","4225","4141","4044","4407","4166","4723",
"경상북도","충청북도","순이동자수","명","-91","76","39","-678","-775","-1292","-1699","-1946","-3654","-1239","-1956","-4005","-2411","-1247","-260","-377","236","217","284","87","-572","-422","300","906","1087","1200","848","277","-120","484","946","647","265","459","588","731","639","1061","657","399","666","517","156","421","133","469","235","506","366","731","569","1285","537","1230",
"경상북도","충청남도","이동자수","명","458","307","311","4623","4893","3633","4422","4464","11766","7908","8182","9459","7467","8740","6107","5858","6383","5994","6093","5904","6001","5958","2792","3057","3062","2673","2580","2286","2744","3292","3597","2948","3584","3186","3433","3734","4295","5745","4645","4545","4999","4959","5165","4880","4750","4988","4464","4567","4511","3969","4246","4256","3973","4413",
"경상북도","충청남도","순이동자수","명","39","64","59","-225","-461","-1916","-1753","-1878","-2264","-1252","-868","-1201","-1328","-824","-212","639","314","503","1365","1066","251","337","-275","352","438","309","247","30","246","845","1049","436","554","539","397","897","1340","2742","1035","1146","1482","1473","1502","1344","893","1626","1346","1130","957","1035","1339","1274","986","1253",
"경상북도","전라북도","이동자수","명","168","111","119","1540","1701","1742","1912","1624","4888","3122","3424","4146","3349","4811","2645","2238","2643","2348","2077","2158","2038","1705","1642","1760","1862","1593","1528","1428","1442","1535","1488","1785","1720","1325","1806","1368","1837","1435","1608","1390","1605","1474","1621","1499","1474","1505","1455","1411","1570","1396","1390","1289","1383","1498",
"경상북도","전라북도","순이동자수","명","-24","-9","30","-2779","-2098","-1628","-1986","-3094","-5027","-2505","-2740","-3766","-2634","-1916","-1385","-515","-57","-306","-394","-278","-872","-701","-284","-164","144","-97","-137","-69","-331","-68","-11","298","89","-305","218","-449","147","-384","-130","-140","79","-14","30","-70","-109","-93","-90","-88","62","15","51","-63","-19","192",
"경상북도","전라남도","이동자수","명","174","147","96","2105","2102","1991","2725","2412","6199","5972","4979","7127","4699","7096","4267","3954","4318","4972","6356","8057","5942","4699","4278","4322","3761","2878","1869","1826","2294","2398","3001","2877","2614","2027","1954","1768","1919","1752","1600","1784","1882","1766","1877","1755","1792","1796","1605","1830","1797","1785","1688","1695","1874","1898",
"경상북도","전라남도","순이동자수","명","-65","-22","-24","-2272","-2676","-1581","-1314","-2309","-4217","-877","-1729","-1317","-2176","-595","-306","256","287","956","2127","3770","1672","1357","1541","1514","1121","-600","-1413","-1134","-362","232","916","890","-78","-607","-859","-375","-186","-126","-449","-377","76","122","153","-158","-191","34","-164","6","-29","-10","-57","43","242","116",
"경상북도","경상북도","이동자수","명","19615","15958","14308","326668","384273","427599","484785","442652","1003878","565093","683083","747774","727036","804100","246552","235143","256873","233424","227858","250749","267105","259298","241341","267813","284168","254638","264207","249181","274738","259665","248911","241023","272632","247544","245997","251543","238194","230852","227819","238565","238805","229333","228016","217642","223534","204248","201206","201259","209109","193354","193235","192155","185699","196478",
"경상북도","경상북도","순이동자수","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","경상남도","이동자수","명","910","677","580","17419","15586","13236","18595","23425","44177","33984","37103","46366","40911","40457","28784","27591","30042","32282","28942","24786","27376","28095","26061","25293","25592","21177","18934","18054","17513","18290","8444","8614","9600","8869","9461","9674","10538","9621","10699","10817","11656","10781","10499","9838","9623","9355","9092","9413","10089","8826","8530","8377","8415","8727",
"경상북도","경상남도","순이동자수","명","-198","-57","-124","-7057","-5395","-3677","-2352","875","-6687","-3674","408","8042","3088","-1261","7445","9919","10583","13538","8784","4224","6235","9560","8740","7659","6912","2913","-617","1309","361","2131","-869","-937","-780","-1176","-296","280","392","-128","-453","-791","444","424","-227","-1241","-1359","-823","-626","-127","86","-431","-790","-637","-798","-358",
"경상북도","제주특별자치도","이동자수","명","108","96","72","292","487","471","513","514","986","849","704","754","744","1037","770","712","932","804","639","753","723","712","736","920","819","768","693","652","642","708","734","957","979","854","888","799","866","899","890","820","786","779","764","787","789","839","914","965","1231","1376","1357","1531","1330","1377",
"경상북도","제주특별자치도","순이동자수","명","-32","2","-5","-82","-132","3","-63","-111","-137","-292","-300","-255","-74","-4","68","-23","221","85","23","28","-109","140","137","258","136","76","-19","-23","-76","10","-47","227","93","60","73","6","109","153","62","-8","-52","18","60","49","33","140","133","237","328","445","363","385","101","196",
"경상남도","전국","이동자수","명","40168","30937","28904","299797","298292","244230","341498","413442","631217","482042","509366","609162","566651","611934","592803","612405","676040","668961","638365","648804","706972","686708","649055","686266","701394","722095","645680","664230","666040","663846","459423","480343","500126","472407","463651","507244","519594","479692","487733","495419","483599","474327","474110","478709","469223","417328","423864","456164","450279","410180","409200","395524","405561","419997",
"경상남도","전국","순이동자수","명","1556","348","687","87276","83934","47696","59260","55326","116412","95125","52227","45105","31492","39683","25836","14298","19820","17476","30189","40145","20418","11556","10518","-18390","-21856","-24812","-10806","-20017","-13664","-19704","-532","-8567","9375","8512","5166","-6896","-4288","5611","-5619","-1294","-7943","-13029","-11239","-3246","-4534","2772","-3794","-6075","-5105","-1772","-3979","5810","9310","16658",
"경상남도","서울특별시","이동자수","명","2186","1211","1133","40077","43468","27238","39862","44321","81239","64652","52106","61217","53422","50031","51212","53552","60327","51638","45265","44010","38264","40024","37739","33391","30350","28314","27233","23661","22504","22748","17468","16292","19641","20015","19282","19592","20269","19591","19367","20437","20859","19890","19615","18680","18329","18230","16841","17144","16781","17169","17312","17872","18326","18612",
"경상남도","서울특별시","순이동자수","명","938","341","299","31668","33467","15975","24669","27550","58089","42252","24713","32520","23239","20826","22417","25302","29842","23650","19473","18008","11294","13223","13550","9175","8351","6768","7835","5774","3198","3687","4613","2952","5951","8274","7182","7302","6442","6618","5291","5927","4844","4452","4312","2991","2290","3756","2394","2345","1561","3452","4620","6169","6957","6965",
"경상남도","부산광역시","이동자수","명","5059","3716","3595","64731","66686","56514","81930","99493","131273","112811","111801","133113","112395","114379","107902","104900","104564","103591","98126","101783","107472","104887","88257","79341","78080","73458","69577","63036","60895","62358","51212","51101","58311","52156","51069","56964","62977","55724","54348","53223","52894","50369","50521","49798","51166","46996","46232","50672","51578","46877","47218","42235","44084","50590",
"경상남도","부산광역시","순이동자수","명","-257","-596","-292","44482","44281","29958","44796","58441","65408","55482","40694","55248","32483","26042","18582","12405","9186","15312","15213","22292","15580","15613","5220","-21453","-20695","-32190","-31162","-31455","-31350","-28017","-17075","-17657","-7950","-13551","-12153","-23139","-17274","-9319","-14311","-11189","-12679","-15781","-14932","-12084","-10465","-6449","-9518","-9186","-6644","-11010","-17896","-11581","-8200","-2267",
"경상남도","대구광역시","이동자수","명","792","621","534","","","","","","","","","","","","17258","15949","18475","19175","17945","17706","19125","16660","16559","15802","14887","13820","14793","13276","13637","12937","10410","9522","10154","9712","9187","9375","10865","9769","10317","10090","9692","9669","9948","9344","8888","8758","8643","8485","8659","9028","8646","8601","8107","9310",
"경상남도","대구광역시","순이동자수","명","-95","-43","-27","","","","","","","","","","","","3076","1203","2953","3526","3195","2890","3701","1953","2415","821","1302","463","2025","1926","569","-301","1736","372","1301","1735","814","1075","-394","179","-1661","-549","-1042","-1674","-651","-177","67","-207","-298","-889","-263","715","942","917","-8","1096",
"경상남도","인천광역시","이동자수","명","372","270","230","","","","","","","","","","","","4013","4038","5279","6266","5298","5128","5800","4771","5451","6193","5283","4921","5439","4554","4475","4063","3322","3179","3547","3526","3327","3729","3843","3276","3412","3661","4165","3537","3333","3450","3297","3628","3353","3266","3464","3267","3390","3279","3471","3408",
"경상남도","인천광역시","순이동자수","명","84","3","29","","","","","","","","","","","","18","-259","700","1751","1264","784","1565","692","1864","2385","1119","625","1696","643","346","-726","390","186","386","638","-147","724","644","393","286","445","516","-84","-344","-65","-204","386","23","-204","-206","326","471","567","771","689",
"경상남도","광주광역시","이동자수","명","139","74","90","","","","","","","","","","","","","0","0","0","0","1640","1701","2228","2341","2386","2093","2150","2111","1886","1857","1593","1375","1279","1438","1350","1363","1314","1436","1383","1322","1449","1509","1288","1465","1550","1452","1533","1372","1414","1455","1320","1344","1496","1157","1365",
"경상남도","광주광역시","순이동자수","명","6","-10","-1","","","","","","","","","","","","","0","0","0","0","-145","74","139","459","502","34","491","403","190","191","-87","259","287","175","25","109","27","-190","-75","-155","-150","-94","-311","-78","30","-153","76","-103","-353","-188","-133","102","212","15","132",
"경상남도","대전광역시","이동자수","명","304","227","181","","","","","","","","","","","","","0","0","0","0","0","0","0","3070","3348","3277","3248","4100","3781","4001","3495","2586","2684","2886","2849","2649","2849","3160","3001","2931","2893","3066","2897","2859","2953","3038","2823","2843","2577","2613","2788","2650","2720","2598","2804",
"경상남도","대전광역시","순이동자수","명","99","54","51","","","","","","","","","","","","","0","0","0","0","0","0","0","631","766","409","986","1799","1339","1449","669","204","280","631","841","699","770","823","777","359","181","182","290","224","404","506","474","454","94","193","614","646","657","552","823",
"경상남도","울산광역시","이동자수","명","674","511","469","","","","","","","","","","","","","","","","","","","","","","","","","","","0","10564","8083","8996","9008","9304","9311","9964","9466","8723","8490","8973","8969","8180","8441","8749","8694","8829","8976","8526","7571","6977","6734","6987","6812",
"경상남도","울산광역시","순이동자수","명","-321","-170","-193","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3175","-172","859","1612","2102","892","586","851","-710","-1047","-1926","-1287","-1318","-663","571","999","807","365","-246","-1455","-1544","-937","-291","-597",
"경상남도","세종특별자치시","이동자수","명","90","61","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342","284","601","962","882","1034","1149","978","977",
"경상남도","세종특별자치시","순이동자수","명","29","13","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","72","360","618","471","546","685","354","328",
"경상남도","경기도","이동자수","명","2022","1489","1353","9571","9269","6076","8832","8149","19762","14139","13233","14671","14647","15955","11938","12635","16453","16419","17247","17966","19743","18163","18146","18399","17642","18047","19014","17375","19656","17969","14143","13191","17551","17565","16841","17962","19086","18579","19644","20064","19926","18104","17794","19323","17850","17722","16232","16298","16945","16574","17134","18377","18020","19216",
"경상남도","경기도","순이동자수","명","586","440","417","5655","3313","1192","3250","-1360","7163","4397","2387","-82","865","2109","1659","691","3854","3763","5882","5292","4989","2801","4441","3751","2429","3782","5642","3640","4915","1625","2990","1432","5310","6617","5633","5856","4381","5349","4803","3879","2448","1559","939","3034","-34","1380","426","-110","-538","1525","3473","4949","4901","5868",
"경상남도","강원도","이동자수","명","243","196","216","4219","3428","2306","2677","2557","7472","4201","4455","5827","4991","6950","6686","5557","5952","6033","6758","6399","5608","4923","4680","4711","4507","4691","4719","4069","4134","3873","2690","3039","3172","2730","2804","2847","2770","2666","2720","2856","2949","2810","2882","2987","2942","2902","2700","2549","2708","2687","2475","2353","2471","2693",
"경상남도","강원도","순이동자수","명","7","6","59","940","637","-748","-984","-4170","-282","-1610","-3227","-4935","-4634","-566","-582","-2122","-2686","-2693","-57","-404","-2023","-3304","-3104","-2879","-1959","-1380","-342","-683","-790","-817","175","661","201","94","94","-99","-160","68","-149","-79","-148","-75","-69","-170","76","165","159","-182","-64","204","163","161","393","425",
"경상남도","충청북도","이동자수","명","256","196","176","1346","1246","1403","1012","1208","2650","2267","2023","2353","3086","3617","2989","3277","3930","3430","3942","3392","3439","2939","2964","3304","3676","3578","3469","3095","3209","3198","2032","2164","2266","2165","2150","2192","2294","2335","2158","2260","2465","2424","2365","2407","2327","2187","2073","2353","2464","2570","2219","2642","2634","2605",
"경상남도","충청북도","순이동자수","명","51","52","46","-135","19","52","-889","-2113","-2565","-1697","-2500","-5507","-3341","-1302","-2538","-2214","-2237","-3022","-916","-1145","-1260","-1994","-1302","-908","-1309","89","674","418","452","455","338","329","364","331","248","225","240","202","124","262","311","192","178","292","134","59","-46","296","205","819","493","911","920","709",
"경상남도","충청남도","이동자수","명","414","324","291","2370","2524","1836","1920","2273","6651","4281","4069","4661","4514","5533","5084","5057","6137","6005","6036","5691","5985","5909","2891","4084","3814","3516","3728","3055","3911","6806","3565","3370","3601","3221","3068","3213","3962","5244","4304","4205","4258","4307","4110","4432","4322","3913","3584","3664","3671","3736","4501","4254","3917","4087",
"경상남도","충청남도","순이동자수","명","103","96","71","-95","-534","-215","-600","-2177","-1272","-1393","-1703","-4310","-3009","-1304","-2680","-2514","-2885","-2642","-728","-487","-910","-2091","-1420","72","-1245","-239","716","85","891","3495","1199","774","990","502","-249","378","953","1860","763","835","510","426","518","1119","843","721","690","511","191","869","1697","1268","964","914",
"경상남도","전라북도","이동자수","명","246","158","141","1429","1572","1232","1480","1242","3470","2508","2240","3200","3061","4173","4002","3561","3948","3923","3989","3533","3625","3322","3194","3181","3188","3482","3211","3079","7753","4860","2239","2206","2416","2164","2799","1983","2976","2098","1938","2046","2244","2174","2212","2633","2636","2225","2219","2273","2148","2196","2121","2059","2017","2133",
"경상남도","전라북도","순이동자수","명","31","10","9","-674","-560","-904","-953","-2882","-4288","-2942","-3854","-6851","-5213","-2591","-2873","-3005","-3753","-4379","-3334","-2171","-2698","-2374","-1522","-1561","-1704","-369","151","-46","4691","1984","305","229","225","22","454","-499","365","-741","-395","-180","-234","-319","-188","342","294","9","48","-43","-181","151","12","59","108","308",
"경상남도","전라남도","이동자수","명","505","351","354","2075","2631","2150","2942","2642","8331","7152","6641","8366","7835","9711","8947","8421","10058","11039","12726","9551","8104","6049","5951","6319","5931","5697","5016","4804","7724","6282","4444","4799","4981","4543","4421","4293","4582","3806","4154","4263","4994","4866","4685","4931","5203","4695","4437","4679","4742","4610","4451","4451","4632","4810",
"경상남도","전라남도","순이동자수","명","87","43","88","-1634","-2002","-1222","-1179","-3898","-3317","-896","-2754","-5743","-5335","-3091","-3011","-4174","-4146","-3117","-347","147","-3344","-3267","-1954","-1773","-1931","-1156","-858","-328","2181","638","309","429","-92","10","-303","-178","-359","-717","-250","-295","10","170","14","470","253","268","277","269","191","253","474","625","700","588",
"경상남도","경상북도","이동자수","명","1108","734","704","24476","20981","16913","20947","22550","50864","37658","36695","38324","37823","41718","21339","17672","19459","18744","20158","20562","21141","18535","17321","17634","18680","18264","19551","16745","17152","16159","9313","9551","10380","10045","9757","9394","10146","9749","11152","11608","11212","10357","10726","11079","10982","10178","9718","9540","10003","9257","9320","9014","9213","9085",
"경상남도","경상북도","순이동자수","명","198","57","124","7057","5395","3677","2352","-875","6687","3674","-408","-8042","-3088","1261","-7445","-9919","-10583","-13538","-8784","-4224","-6235","-9560","-8740","-7659","-6912","-2913","617","-1309","-361","-2131","869","937","780","1176","296","-280","-392","128","453","791","-444","-424","227","1241","1359","823","626","127","-86","431","790","637","798","358",
"경상남도","경상남도","이동자수","명","25555","20614","19249","149016","146090","128191","179266","228442","318345","231525","275293","336527","323935","358768","350250","376658","419869","421297","399629","410108","465658","456950","438999","486434","508346","537208","462152","500416","493631","495923","322786","348304","349076","329812","323917","360589","359722","331434","339807","346456","332976","331312","332012","335387","326746","281109","293031","319925","311708","277204","275875","265997","274748","279310",
"경상남도","경상남도","순이동자수","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","제주특별자치도","이동자수","명","203","184","138","487","397","371","630","565","1160","848","810","903","942","1099","1183","1128","1589","1401","1246","1335","1307","1348","1492","1739","1640","1701","1567","1398","1501","1582","1274","1579","1710","1546","1713","1637","1542","1571","1436","1418","1417","1354","1403","1314","1296","1393","1473","1748","1852","2444","2533","2291","2201","2180",
"경상남도","제주특별자치도","순이동자수","명","10","52","3","13","-82","-69","59","-643","-357","-15","-312","-428","-348","-1213","-157","-616","-348","-692","-339","-213","-315","-275","-20","371","255","231","-2","-211","-46","-178","-19","394","244","186","387","50","47","38","-67","-125","-197","-163","-71","-10","-71","166","195","525","352","996","1032","511","376","319",
